"ATM_Usage","ATM_Money","Day","Month","Season","Day_Of_Week","Is_Holiday","Date_Importance","HSupervisor","No_Service"
"559","826342259","9","1","1","2","0","0.1","0.02","N"
"724","1496364414","18","6","2","5","0","0.1","0.11","N"
"340","906708000","19","7","3","2","0","0.1","0.31","N"
"920","1872903433","15","1","1","1","0","0.1","0.01","N"
"33","55870000","17","9","3","4","0","0.5","0","N"
"397","410395000","16","11","4","7","1","0.0","0","N"
"194","176896698","16","12","4","2","0","0.1","0.05","N"
"901","2646519198","28","10","4","2","0","1.5","0.04","N"
"123","354941000","28","8","3","6","0","3.0","0.09","N"
"672","1574458129","18","11","4","2","0","0.5","0.08","N"
"547","1321639698","24","10","4","6","0","0.0","0.12","N"
"287","478844509","6","10","4","1","0","0.0","0.27","N"
"93","136204005","28","12","4","7","1","2.5","0","N"
"396","540446698","20","2","1","2","0","0.0","0.07","N"
"304","500724000","6","9","3","7","1","0.5","0","N"
"294","589268000","22","11","4","6","1","4.0","0","N"
"387","504852363","12","7","3","2","0","0.5","0.22","N"
"522","963499730","18","11","4","1","0","0.5","0.08","N"
"118","211190000","18","10","4","7","1","0.0","0","N"
"464","926546838","17","8","3","2","0","0.5","0.1","N"
"443","1090560977","3","1","1","3","1","5.0","0","N"
"297","233634735","24","11","4","7","1","0.1","0","N"
"360","348002000","28","9","3","1","0","1.5","0.01","N"
"587","938934520","4","1","1","4","1","5.0","0.04","N"
"720","1492032951","3","5","2","1","0","0.1","0.07","N"
"548","934506056","17","12","4","2","0","2.0","0.04","N"
"297","587409276","12","1","1","6","1","2.5","0","N"
"684","1339342063","7","11","4","4","0","0.5","0.26","N"
"508","2319891252","16","6","2","3","0","0.1","0.25","N"
"93","191337000","19","12","4","5","0","0.1","0","N"
"665","1143147108","30","10","4","5","0","3.0","0.27","N"
"651","791149000","8","3","1","7","1","1.5","0","N"
"878","1269079385","25","12","4","4","0","1.0","0.35","N"
"248","519483058","20","4","2","1","0","0.0","0.17","N"
"221","412702333","24","9","3","4","0","0.1","0.23","N"
"700","1142159813","26","12","4","4","0","0.5","0.2","N"
"512","812140138","4","3","1","3","0","0.5","0.2","N"
"486","1421648005","10","1","1","4","0","1.0","0.21","N"
"625","1068539214","9","7","3","6","0","2.5","0.3","N"
"721","657086233","8","12","4","7","1","0.0","0","N"
"562","1118585846","9","12","4","2","0","0.0","0.26","N"
"646","1039630703","21","12","4","6","0","0.0","0.02","N"
"94","198208702","25","9","3","5","0","1.0","0","N"
"644","1015377395","14","7","3","4","0","2.0","0.02","N"
"521","568195985","29","3","1","7","1","3.0","0","N"
"436","1304081797","4","11","4","1","0","0.1","0.13","N"
"616","988613996","6","12","4","6","0","0.1","0.25","N"
"701","1631162891","8","6","2","2","0","1.0","0","N"
"612","1081489313","21","10","4","2","0","0.0","0.36","N"
"30","46550000","25","4","2","6","0","2.5","0","N"
"64","97094000","29","12","4","1","1","3.5","0","N"
"372","466192282","8","8","3","7","1","2.0","0","N"
"287","667988448","9","12","4","1","0","0.0","0.16","N"
"317","233718000","3","1","1","4","1","5.0","0.08","N"
"1","0","17","4","2","5","1","4.0","0","N"
"61","134340864","2","1","1","3","1","5.0","0","N"
"277","476367959","30","4","2","4","0","3.0","0","N"
"374","1967493556","15","9","3","2","0","2.0","0.01","N"
"689","1300083638","5","3","1","4","0","0.1","0.01","N"
"278","389768321","8","6","2","2","0","1.0","0.11","N"
"556","1091793781","7","9","3","1","0","2.0","0.24","N"
"797","1636661421","10","6","2","4","0","0.1","0.05","N"
"955","991250883","3","9","3","4","0","0.1","0.31","N"
"796","1083309089","12","1","1","5","1","2.5","0","N"
"360","447614000","20","6","2","7","1","0.5","0","N"
"450","758295689","23","1","1","2","0","0.0","0.28","N"
"180","218446012","4","7","3","1","0","0.1","0.18","N"
"908","2125686141","26","5","2","3","0","0.5","0.16","N"
"366","353977000","22","11","4","6","1","4.0","0","N"
"395","639576466","18","2","1","7","1","2.0","0","N"
"495","1001831000","17","10","4","6","0","0.0","0.21","N"
"924","1772112475","2","11","4","7","1","1.0","0","N"
"608","830021626","16","3","1","1","0","0.1","0.04","N"
"278","455159975","13","4","2","1","0","1.5","0.04","N"
"617","968626149","9","2","1","5","0","2.0","0.23","N"
"451","729076602","2","11","4","6","0","1.0","0.19","N"
"79","92481590","12","10","4","7","1","0.5","0","N"
"374","653538681","19","1","1","5","0","1.0","0.06","N"
"622","734572666","3","5","2","1","0","0.1","0.14","N"
"331","1141554287","30","8","3","1","0","3.0","0","N"
"595","1186764000","2","2","1","5","0","2.0","0.2","N"
"623","910590424","5","11","4","3","0","1.0","0.25","N"
"230","356074000","22","8","3","7","1","0.5","0","N"
"968","1771044708","11","6","2","5","0","1.0","0.2","N"
"431","1319102864","20","11","4","4","0","1.5","0","N"
"291","334103663","12","10","4","7","1","0.5","0","N"
"689","1304067293","6","2","1","2","0","0.0","0.25","N"
"1044","1520238619","5","4","2","7","1","2.0","0","N"
"506","640357864","6","7","3","3","0","1.5","0.37","N"
"198","288623628","17","1","1","3","0","1.0","0.22","N"
"457","880220081","2","4","2","4","0","0.5","0.13","N"
"395","215845000","23","11","4","7","1","1.5","0.09","N"
"5","1800000","8","8","3","7","1","2.0","0","N"
"110","150397000","16","11","4","7","1","0.0","0","N"
"306","657721000","5","12","4","5","0","2.0","0","N"
"83","221191000","23","7","3","6","0","1.0","0","N"
"848","1464523930","23","12","4","1","0","0.0","0.23","N"
"270","935162000","13","10","4","1","0","0.5","0","N"
"627","849310195","27","9","3","7","1","0.5","0","N"
"115","216657329","28","12","4","7","1","2.5","0","N"
"303","504402613","20","6","2","7","1","0.5","0","N"
"419","573559000","24","10","4","5","0","0.0","0","N"
"290","1511460333","3","2","1","6","0","1.0","0","N"
"246","644185224","19","10","4","1","0","0.0","0","N"
"208","339057205","11","9","3","5","1","4.0","0","N"
"224","279798000","20","7","3","3","0","1.0","0.31","N"
"211","220007972","21","1","1","7","1","3.0","0","N"
"817","1592162954","26","11","4","2","0","0.1","0.07","N"
"170","259439000","17","8","3","2","0","0.5","0.39","N"
"242","349797077","29","11","4","5","0","3.0","0.19","N"
"844","1340179296","27","10","4","2","0","0.5","0","N"
"633","1104031008","27","10","4","1","0","0.5","0.2","N"
"874","1757728000","25","3","1","3","0","2.0","0.05","N"
"598","1912671071","8","4","2","3","0","1.0","0.25","N"
"416","780281396","16","10","4","5","0","0.0","0.01","N"
"287","328054460","23","2","1","5","0","1.5","0.09","N"
"502","891940969","1","12","4","1","0","3.0","0.1","N"
"994","1096542948","11","2","1","7","1","2.5","0","N"
"441","935944045","23","7","3","6","0","1.0","0.18","N"
"393","432859376","9","12","4","1","0","0.0","0.25","N"
"242","791140946","14","10","4","3","0","0.1","0.13","N"
"325","998951618","18","3","1","3","0","0.0","0.01","N"
"398","921706574","28","3","1","6","0","1.5","0.08","N"
"596","898573305","26","8","3","4","0","0.5","0.03","N"
"372","436410795","12","1","1","5","1","2.5","0","N"
"1299","1907971238","21","12","4","7","1","0.5","0.04","N"
"108","191592000","15","2","1","4","0","1.0","0","N"
"552","1687256554","18","5","2","2","0","0.5","0.18","N"
"727","1009231622","7","12","4","7","1","0.0","0","N"
"1078","1377598421","28","1","1","7","1","1.5","0","N"
"515","1424857763","25","8","3","3","0","0.5","0","N"
"560","812366984","30","10","4","5","0","3.0","0.01","N"
"177","279015000","4","4","2","6","0","0.5","0","N"
"560","2208146137","9","12","4","2","0","0.0","0.07","N"
"158","228444096","6","11","4","3","0","0.1","0","N"
"615","813711343","17","3","1","2","0","0.0","0.04","N"
"23","35750000","9","5","2","7","1","0.1","0","N"
"162","161811000","2","8","3","1","1","4.0","0","N"
"311","651371294","9","10","4","5","0","0.5","0.17","N"
"562","1189571290","12","7","3","2","0","0.5","0","N"
"198","378390000","10","4","2","5","0","2.0","0","N"
"776","1329500804","27","6","2","7","1","1.0","0","N"
"242","433206264","11","12","4","4","0","0.0","0.03","N"
"531","864071364","11","7","3","1","0","1.5","0.19","N"
"337","238248105","12","1","1","5","1","2.5","0","N"
"253","275758702","2","7","3","6","1","4.0","0","N"
"603","1814283951","15","12","4","1","0","2.0","0.01","N"
"836","977911564","27","5","2","4","0","0.5","0.35","N"
"467","633682059","3","1","1","3","1","5.0","0","N"
"274","286566433","12","4","2","7","1","0.5","0","N"
"378","567113613","5","6","2","6","0","2.0","0.32","N"
"314","811954728","14","7","3","4","0","2.0","0.13","N"
"599","718503000","7","1","1","7","1","0.1","0","N"
"601","1121254073","10","5","2","1","0","1.0","0.11","N"
"979","1818357590","1","2","1","4","0","3.0","0.07","N"
"125","260494199","7","5","2","5","0","1.0","0","N"
"89","133386000","17","1","1","3","0","1.0","0","N"
"565","1117010419","30","10","4","5","0","3.0","0.21","N"
"50","49237970","13","2","1","2","0","1.5","0","N"
"485","1473122058","14","11","4","4","0","0.1","0.24","N"
"674","1115692615","7","9","3","1","0","2.0","0.01","N"
"265","878313272","18","9","3","5","0","1.5","0.2","N"
"184","171420000","1","6","2","2","0","3.0","0.39","N"
"812","2192730144","7","7","3","4","0","3.0","0.24","N"
"74","49850000","2","7","3","6","1","4.0","0","N"
"810","1443313653","23","11","4","7","1","1.5","0","N"
"745","1984559927","30","3","1","1","0","3.0","0.01","N"
"1100","2716732207","1","6","2","2","0","3.0","0","N"
"509","681758388","24","10","4","5","0","0.0","0.29","N"
"353","1089901908","18","11","4","2","0","0.5","0.04","N"
"453","617734166","30","9","3","3","0","4.0","0.2","N"
"667","962830757","8","12","4","7","1","0.0","0","N"
"497","468884083","9","1","1","2","0","0.1","0","N"
"151","360218000","20","4","2","1","0","0.0","0","N"
"15","9472000","13","11","4","4","0","0.5","0","N"
"549","760177890","9","8","3","1","0","2.0","0.17","N"
"486","878678499","1","12","4","1","0","3.0","0.13","N"
"58","253117000","25","9","3","5","0","1.0","0.18","N"
"546","906883307","4","11","4","1","0","0.1","0.08","N"
"253","467005000","27","5","2","4","0","0.5","0","N"
"471","1431491163","23","4","2","4","0","0.5","0.08","N"
"423","643927411","3","11","4","7","1","0.1","0","N"
"322","1170352613","11","12","4","4","0","0.0","0.03","N"
"25","19214000","17","10","4","5","0","0.5","0","N"
"320","224517000","23","11","4","7","1","1.5","0","N"
"264","422226000","18","10","4","7","1","0.0","0","N"
"6","29100000","24","10","4","6","0","0.0","0","N"
"819","1740188269","26","12","4","4","0","0.5","0.01","N"
"181","269680730","16","12","4","2","0","0.1","0.15","N"
"430","717023572","12","12","4","4","0","0.0","0.24","N"
"423","1584469340","9","12","4","1","0","0.0","0.17","N"
"287","1002014450","22","10","4","4","0","0.1","0.15","N"
"656","992912102","6","10","4","2","0","0.5","0.38","N"
"482","339298000","11","2","1","7","1","2.5","0.22","N"
"731","957843774","30","3","1","1","0","3.0","0.16","N"
"462","494352828","16","1","1","2","0","0.1","0.27","N"
"884","1886288761","5","12","4","5","0","2.0","0.26","N"
"72","399813000","4","1","1","4","1","5.0","0","N"
"474","1201488867","17","11","4","1","0","0.1","0.1","N"
"334","410757706","9","2","1","5","0","2.0","0.05","N"
"174","204813158","7","6","2","1","0","0.1","0","N"
"407","953205390","21","9","3","1","1","3.0","0.03","N"
"178","367034045","11","1","1","5","0","3.0","0.05","N"
"389","362110714","10","11","4","7","1","1.0","0","N"
"363","698843629","28","8","3","6","0","3.0","0.11","N"
"536","881122660","3","6","2","4","0","1.5","0","N"
"274","509689000","11","12","4","4","0","0.0","0.32","N"
"281","401298000","12","11","4","3","0","3.0","0.17","N"
"268","478584000","17","7","3","7","1","2.0","0","N"
"24","31600000","22","8","3","7","1","0.5","0","N"
"208","278619000","21","7","3","4","0","1.0","0.02","N"
"316","324810000","8","10","4","4","1","3.0","0","N"
"427","1720619876","26","8","3","4","0","0.5","0.01","N"
"54","69200000","2","1","1","3","1","5.0","0","N"
"695","875030045","20","6","2","7","1","0.5","0","N"
"693","1129834358","28","6","2","1","0","1.5","0","N"
"555","1077351000","23","12","4","2","1","3.0","0","N"
"538","1108712704","30","8","3","1","0","3.0","0.34","N"
"149","317951950","13","7","3","3","0","2.0","0","N"
"556","2191290630","5","7","3","2","0","1.0","0.02","N"
"530","833033370","18","11","4","2","0","0.5","0","N"
"652","893773964","29","3","1","7","1","3.0","0","N"
"658","1109554659","6","10","4","2","0","0.5","0.36","N"
"708","1016398704","29","2","1","4","0","3.0","0.18","N"
"553","1801297136","5","6","2","6","0","2.0","0.16","N"
"209","105835000","10","7","3","7","1","4.0","0","N"
"523","922677464","3","2","1","6","0","1.0","0.03","N"
"681","1031761813","27","7","3","3","0","0.5","0.17","N"
"1226","1681209118","27","5","2","4","0","0.5","0.06","N"
"486","1115974804","4","12","4","4","0","0.5","0.09","N"
"374","653745554","12","12","4","4","0","0.0","0.03","N"
"631","955464700","6","10","4","1","0","0.0","0.35","N"
"614","1174470765","24","6","2","4","0","0.5","0.13","N"
"528","919212474","6","8","3","5","0","0.5","0.21","N"
"115","182389209","13","1","1","6","1","4.0","0","N"
"489","442883656","3","11","4","7","1","0.1","0","N"
"504","1056083784","23","6","2","3","0","3.0","0.34","N"
"524","1237476070","6","7","3","3","0","1.5","0","N"
"144","241027334","18","5","2","2","0","0.5","0","N"
"68","119870000","11","1","1","4","0","1.5","0","N"
"70","109200000","12","10","4","7","1","0.5","0","N"
"825","1191665237","17","11","4","7","1","0.1","0","N"
"505","1024948218","23","3","1","1","0","0.1","0.06","N"
"261","313461375","29","5","2","6","0","3.0","0.05","N"
"432","612420333","7","12","4","7","1","0.0","0.01","N"
"296","477361266","14","5","2","5","0","1.0","0.22","N"
"739","1436115021","4","11","4","2","0","0.1","0.28","N"
"542","904668026","26","5","2","3","0","0.5","0.33","N"
"672","712956074","14","1","1","7","1","1.5","0","N"
"556","861598228","22","11","4","6","1","4.0","0","N"
"184","335007699","10","11","4","7","1","1.0","0","N"
"610","1937593814","12","8","3","4","0","1.5","0.26","N"
"932","1950346125","3","5","2","1","0","0.1","0.04","N"
"215","385677998","5","10","4","1","0","1.0","0","N"
"77","185822511","21","6","2","1","0","2.0","0","N"
"548","1158606783","14","8","3","6","0","1.0","0.25","N"
"97","98652000","25","5","2","2","0","3.0","0","N"
"87","138847000","9","6","2","3","0","0.0","0.21","N"
"463","770839830","24","9","3","4","0","0.1","0.11","N"
"447","433857227","30","10","4","5","0","3.0","0.25","N"
"531","1092812907","22","2","1","4","0","0.5","0.08","N"
"283","998428939","27","1","1","6","0","0.5","0.34","N"
"135","454020258","3","12","4","3","0","0.1","0.02","N"
"103","206676000","12","7","3","2","0","0.5","0","N"
"413","468981000","21","10","4","2","0","0.0","0.2","N"
"1002","1374396500","11","2","1","7","1","2.5","0","N"
"556","556628531","23","1","1","2","0","0.0","0.1","N"
"219","304668000","18","12","4","3","0","0.1","0.23","N"
"355","1340246640","25","6","2","5","0","0.0","0.04","N"
"630","1555117661","28","6","2","1","0","1.5","0.02","N"
"955","1703556962","6","9","3","7","1","0.5","0","N"
"652","1620624565","10","3","1","2","0","0.5","0.34","N"
"430","867556994","5","9","3","6","0","2.0","0.16","N"
"583","878894606","5","3","1","4","0","0.1","0","N"
"57","36730000","21","1","1","7","1","3.0","0","N"
"270","748429316","3","2","1","6","0","1.0","0.07","N"
"534","583179099","17","10","4","6","0","0.0","0.05","N"
"345","633740510","4","11","4","2","0","0.1","0.14","N"
"326","1429919505","25","11","4","2","0","3.0","0.23","N"
"526","1121115153","12","7","3","2","0","0.5","0.03","N"
"157","265222000","26","3","1","4","0","0.5","0.14","N"
"423","684615188","13","5","2","4","0","0.1","0.24","N"
"18","13305000","21","12","4","7","1","0.5","0","N"
"617","979852044","2","4","2","4","0","0.5","0.31","N"
"333","445508124","17","4","2","5","1","4.0","0","N"
"701","727472512","7","12","4","7","1","0.0","0.03","N"
"279","564340500","7","2","1","3","0","0.1","0.29","N"
"475","1286539000","14","12","4","7","1","1.0","0","N"
"497","927497122","14","11","4","5","0","0.1","0.07","N"
"642","1006639551","22","11","4","6","1","4.0","0","N"
"363","849742916","30","10","4","5","0","3.0","0.07","N"
"802","1157872483","28","11","4","5","0","1.5","0.2","N"
"170","191917640","24","4","2","5","0","1.5","0.03","N"
"440","515319245","22","1","1","1","0","0.5","0.03","N"
"686","799418063","22","11","4","5","1","4.0","0","N"
"589","1220153799","8","6","2","2","0","1.0","0.27","N"
"516","1206586361","10","8","3","2","0","1.0","0","N"
"52","120770000","4","10","4","6","0","3.0","0","N"
"255","573071994","31","2","1","6","0","3.0","0.12","N"
"451","977418778","1","10","4","3","0","3.0","0","N"
"472","806562030","28","10","4","2","0","1.5","0.09","N"
"670","1086500131","5","7","3","2","0","1.0","0.27","N"
"804","2204308771","21","10","4","3","0","0.0","0.1","N"
"606","1337293086","28","12","4","7","1","2.5","0","N"
"685","945896764","11","11","4","2","0","1.5","0.33","N"
"27","49067000","19","8","3","4","0","0.1","0","N"
"170","239522000","19","10","4","1","0","0.0","0","N"
"116","532309000","29","2","1","4","0","3.0","0","N"
"778","1412840345","14","11","4","4","0","0.1","0.35","N"
"370","360753198","15","1","1","1","0","0.1","0.01","N"
"728","1685775408","4","11","4","2","0","0.1","0.21","N"
"684","1668790698","18","10","4","7","1","0.0","0","N"
"320","590451600","13","11","4","3","0","0.5","0.17","N"
"798","2905847087","4","11","4","2","0","0.1","0.07","N"
"510","1253335502","13","10","4","2","0","0.0","0","N"
"545","1540419670","15","4","2","3","0","2.0","0.01","N"
"56","111632000","7","6","2","1","0","0.1","0","N"
"8","11600000","11","2","1","7","1","2.5","0","N"
"943","1001005000","27","5","2","4","0","0.5","0.21","N"
"713","1660408942","25","6","2","5","0","0.0","0.07","N"
"476","305339000","22","3","1","7","1","0.0","0","N"
"120","146368633","18","11","4","1","0","0.5","0","N"
"172","181151333","4","12","4","3","0","1.5","0.1","N"
"270","503457695","17","4","2","5","1","4.0","0","N"
"479","507147624","27","11","4","3","0","0.5","0.04","N"
"686","2489448325","15","12","4","1","0","2.0","0.33","N"
"606","541063509","7","12","4","6","0","0.0","0.39","N"
"374","702002496","15","5","2","6","0","0.1","0.29","N"
"1226","2135641612","28","12","4","7","1","2.5","0","N"
"358","1118042012","9","7","3","6","0","2.5","0.1","N"
"779","2322795907","19","5","2","3","0","1.5","0.26","N"
"487","973032222","5","9","3","6","0","2.0","0.27","N"
"337","874703167","11","11","4","2","0","1.5","0.31","N"
"658","460480774","22","3","1","7","1","0.0","0","N"
"577","574089721","7","1","1","1","0","0.1","0.26","N"
"382","289843918","13","11","4","3","0","0.5","0.13","N"
"692","1316513225","12","12","4","4","0","0.0","0.08","N"
"547","1764878967","5","10","4","1","0","1.0","0.13","N"
"565","1188551288","29","11","4","5","0","3.0","0.16","N"
"182","212052250","22","11","4","6","1","4.0","0","N"
"668","1793825000","24","9","3","4","0","0.1","0.31","N"
"382","1169784236","28","5","2","5","0","2.0","0.07","N"
"501","1204639374","26","11","4","3","0","0.5","0.28","N"
"682","1687711866","21","11","4","5","0","2.5","0.2","N"
"502","637225940","6","5","2","4","0","1.0","0.03","N"
"461","986287332","19","3","1","4","0","0.1","0.09","N"
"408","703791178","28","9","3","1","0","1.5","0","N"
"575","840188000","13","9","3","7","1","2.0","0.22","N"
"379","1298314163","3","3","1","2","0","3.0","0","N"
"512","869387501","19","10","4","7","1","3.0","0","N"
"427","415895456","24","1","1","3","0","0.1","0.01","N"
"501","1401216175","31","6","2","4","0","3.0","0","N"
"378","709238500","21","10","4","3","0","0.0","0.02","N"
"1008","1783115531","1","9","3","2","0","3.0","0.21","N"
"333","368103411","14","1","1","7","1","1.5","0.25","N"
"13","30700000","28","12","4","7","1","2.5","0","N"
"847","1087018536","4","3","1","3","0","0.5","0.14","N"
"379","1431073602","2","3","1","1","0","3.0","0.05","N"
"507","1129667911","9","1","1","2","0","0.1","0.35","N"
"770","2114112407","26","8","3","4","0","0.5","0.07","N"
"84","422221080","10","9","3","4","0","2.5","0","N"
"705","1065305710","17","5","2","1","0","2.0","0","N"
"442","1983792703","15","12","4","1","0","2.0","0.05","N"
"436","565340059","5","9","3","6","0","2.0","0.2","N"
"134","127151000","2","7","3","6","1","4.0","0","N"
"456","845712578","10","6","2","4","0","0.1","0.23","N"
"599","550300407","11","4","2","6","0","3.0","0.2","N"
"434","674937574","18","9","3","5","0","1.5","0.09","N"
"278","579020316","16","9","3","3","0","3.0","0.1","N"
"490","1812351117","4","3","1","3","0","0.5","0.34","N"
"623","1020655256","5","10","4","7","1","1.0","0","N"
"232","372794000","22","11","4","6","1","4.0","0","N"
"463","929545000","25","2","1","7","1","2.5","0","N"
"433","517979404","5","2","1","1","0","0.0","0.17","N"
"650","552333159","2","10","4","4","1","3.0","0","N"
"537","1011118000","17","7","3","7","1","2.0","0","N"
"476","795544240","16","10","4","5","0","0.0","0.18","N"
"315","227321936","13","1","1","6","1","4.0","0","N"
"4","3770000","9","1","1","3","0","0.5","0","N"
"823","1298637730","29","4","2","3","0","3.0","0.37","N"
"351","400714513","13","1","1","7","1","4.0","0","N"
"543","1085332020","2","8","3","1","1","4.0","0","N"
"422","592720563","26","1","1","5","0","0.1","0.15","N"
"240","409533972","19","2","1","1","0","0.0","0.01","N"
"304","454100000","9","11","4","7","1","0.1","0","N"
"295","695477000","19","9","3","6","1","3.0","0","N"
"582","611051412","8","8","3","7","1","2.0","0","N"
"514","352032000","21","1","1","7","1","3.0","0","N"
"655","1674656354","18","9","3","5","0","1.5","0.34","N"
"734","1778585930","5","7","3","2","0","1.0","0.11","N"
"152","283075000","20","7","3","3","0","1.0","0","N"
"107","126546052","19","6","2","6","0","1.0","0","N"
"485","1036918132","7","8","3","6","0","2.0","0.26","N"
"733","1296805877","16","12","4","1","0","0.5","0.28","N"
"644","2037226815","5","11","4","2","0","1.0","0.19","N"
"418","455157000","27","11","4","4","0","0.5","0.33","N"
"1","300000","12","1","1","6","1","2.5","0","N"
"113","267602000","13","8","3","5","0","3.0","0.09","N"
"564","1477967672","13","12","4","5","0","0.1","0.35","N"
"9","6000000","27","9","3","7","1","0.5","0","N"
"352","611306726","25","7","3","1","0","1.0","0.01","N"
"191","160869207","16","1","1","2","0","0.1","0.02","N"
"416","1008756765","21","6","2","1","0","2.0","0.13","N"
"640","686389539","4","2","1","7","1","0.0","0","N"
"262","326940334","8","10","4","4","1","3.0","0","N"
"524","1666432289","26","9","3","6","0","2.0","0.09","N"
"386","857347170","28","3","1","6","0","1.5","0.01","N"
"614","1534417480","24","11","4","1","0","1.5","0","N"
"487","1020803700","30","1","1","2","0","3.0","0","N"
"577","1697247427","2","9","3","3","0","0.5","0.28","N"
"1026","2456539896","23","10","4","4","0","1.0","0.06","N"
"562","1324395196","25","11","4","2","0","3.0","0.15","N"
"532","1013607271","28","12","4","7","1","2.5","0.03","N"
"346","699090388","8","8","3","7","1","2.0","0","N"
"445","992807429","20","10","4","1","0","0.5","0.25","N"
"448","546102200","11","11","4","2","0","1.5","0.07","N"
"736","904993642","1","5","2","6","0","3.0","0.27","N"
"624","1026921107","11","8","3","3","0","0.5","0.02","N"
"636","767766330","6","2","1","2","0","0.0","0.02","N"
"440","572210745","2","7","3","6","1","4.0","0","N"
"216","153135000","21","9","3","1","1","3.0","0","N"
"724","540042054","22","11","4","5","1","4.0","0","N"
"597","872357000","2","5","2","7","1","0.5","0","N"
"368","896105000","25","8","3","3","0","0.5","0.13","N"
"677","1103468708","1","2","1","4","0","3.0","0.14","N"
"995","1041182266","28","7","3","4","0","1.5","0.05","N"
"309","851024084","1","12","4","1","0","3.0","0","N"
"734","1122101800","8","11","4","6","0","0.0","0.12","N"
"683","1416903928","7","12","4","7","1","0.0","0","N"
"126","130630000","22","8","3","7","1","0.5","0","N"
"944","2042920803","5","12","4","4","0","3.0","0.22","N"
"323","640205000","18","4","2","6","0","3.0","0.01","N"
"567","1621133413","7","9","3","1","0","2.0","0.23","N"
"192","1239058081","6","6","2","7","1","0.1","0","N"
"308","334621000","18","10","4","7","1","0.0","0.07","N"
"290","474313360","4","9","3","5","0","0.5","0.2","N"
"702","1461861089","17","5","2","1","0","2.0","0.03","N"
"343","974800050","2","10","4","5","0","1.5","0.01","N"
"498","853671000","2","11","4","6","0","1.0","0.03","N"
"548","908245035","10","3","1","2","0","0.5","0","N"
"598","2208995783","20","10","4","2","0","0.0","0.22","N"
"333","889835000","14","5","2","5","0","1.0","0.13","N"
"213","352498159","6","9","3","7","1","0.5","0","N"
"103","240007325","2","1","1","2","1","5.0","0","N"
"269","783527090","21","7","3","4","0","1.0","0","N"
"86","94530748","30","10","4","5","0","3.0","0","N"
"394","391429295","15","12","4","7","1","2.0","0","N"
"390","838845000","3","12","4","3","0","0.1","0.03","N"
"161","702506753","5","3","1","4","0","0.1","0","N"
"607","1058292726","7","9","3","1","0","2.0","0.03","N"
"22","85907459","25","9","3","5","0","1.0","0","N"
"135","113795000","31","3","1","2","0","3.0","0.37","N"
"115","115865651","17","10","4","5","0","0.5","0.01","N"
"800","770511663","13","4","2","1","0","1.5","0.31","N"
"727","1263831470","5","11","4","3","0","1.0","0.15","N"
"559","1559749827","25","7","3","1","0","1.0","0","N"
"164","286567790","1","8","3","7","1","4.0","0","N"
"427","724558153","26","8","3","4","0","0.5","0.23","N"
"615","1346652766","2","10","4","5","0","1.5","0.22","N"
"243","333811445","19","9","3","6","1","3.0","0","N"
"792","883938145","30","5","2","7","1","3.0","0","N"
"197","272803580","3","1","1","3","1","5.0","0","N"
"766","1651727613","22","6","2","2","0","1.5","0.34","N"
"524","765780000","5","5","2","3","0","0.1","0.05","N"
"899","1494396130","21","12","4","7","1","0.5","0","N"
"219","206802493","5","4","2","7","1","2.0","0","N"
"123","44101500","24","3","1","2","0","0.5","0.03","N"
"259","448980000","2","8","3","1","1","4.0","0","N"
"573","815176181","5","4","2","7","1","2.0","0","N"
"402","964366887","20","8","3","5","0","0.0","0","N"
"593","1661086855","26","9","3","6","0","2.0","0.07","N"
"29","25931000","19","12","4","5","0","0.1","0","N"
"320","337753061","11","10","4","6","0","3.0","0.31","N"
"236","327765000","20","8","3","5","0","0.0","0.26","N"
"544","673691153","8","6","2","2","0","1.0","0.03","N"
"273","351602000","11","10","4","6","0","3.0","0.13","N"
"246","168778000","10","12","4","2","0","0.0","0","N"
"599","869218118","29","9","3","2","0","3.0","0.07","N"
"454","927189269","29","11","4","6","0","3.0","0.38","N"
"632","1739333640","16","8","3","1","0","0.1","0","N"
"420","576977959","31","3","1","2","0","3.0","0.03","N"
"561","1127170302","16","8","3","1","0","0.1","0","N"
"14","12590000","4","2","1","7","1","0.0","0","N"
"385","586988510","19","6","2","6","0","1.0","0.06","N"
"278","452610375","14","10","4","2","0","2.0","0.02","N"
"798","1780942987","8","7","3","5","0","2.0","0.07","N"
"282","887985815","31","3","1","2","0","3.0","0.33","N"
"463","741849809","16","1","1","2","0","0.1","0.36","N"
"968","1800496623","5","8","3","4","0","0.5","0.01","N"
"213","402974975","17","2","1","6","0","1.0","0.24","N"
"370","1142013117","13","11","4","4","0","0.5","0.04","N"
"960","1774639054","16","5","2","7","1","0.5","0","N"
"643","864527074","22","7","3","5","0","1.0","0.04","N"
"333","666370790","10","10","4","6","0","1.5","0.06","N"
"303","692524073","3","6","2","4","0","1.5","0.05","N"
"271","537100000","11","9","3","5","1","4.0","0","N"
"163","415309428","11","5","2","2","0","0.0","0","N"
"593","541081537","25","10","4","7","1","0.0","0","N"
"411","511119316","3","1","1","4","1","5.0","0.31","N"
"283","376030935","16","8","3","1","0","0.1","0.08","N"
"458","715400278","19","11","4","3","0","2.0","0.18","N"
"200","145865000","8","12","4","7","1","0.0","0","N"
"688","1326162257","21","7","3","4","0","1.0","0.03","N"
"256","415715165","13","5","2","4","0","0.1","0","N"
"428","1017983999","30","10","4","4","0","3.0","0.12","N"
