Date,ATM_ID,Total_Of_Transactions,Total_Of_Services,Total_Of_Bills,Total_Of_Transfers,Total_Of_Dispenses,HSuperviser,No_Service
1393/12/25,4596,278,0,1328000,263467000,99350000,0,1.17
1393/12/25,4528,1104,8853918,9520000,2138357222,468200000,0.53,3.04
1393/12/25,4529,877,1386613,4654000,1175512621,355450000,0.26,27.71
1393/12/25,4337,861,7800502,10322000,1467013585,330400000,0.31,2.96
1393/12/25,4203,269,2587954,530000,556908579,94420000,0.01,5.13
1393/12/25,4431,512,2428961,3294000,820180000,227250000,0,17.25
1393/12/25,4432,546,0,3790000,1578284046,159900000,0,25.25
1393/12/25,4433,457,5920842,5207000,515080000,217300000,0.46,2.55
1393/12/25,3785,236,8121185,8624000,126030000,91300000,0.28,1.17
1393/12/25,3786,377,3500000,4148000,630942500,147500000,0.01,9.12
1393/12/25,3787,500,1984972,7264000,767849231,219950000,0.05,0.21
1393/12/25,3788,484,1942169,5535000,712215989,212900000,0.06,0.25
1393/12/25,3789,351,1950000,3200000,1006120000,104100000,0.12,2.04
1393/12/25,4434,618,9613333,5230000,630070000,303250000,0.13,2.42
1393/12/25,4435,830,15130538,6466000,1334155309,397750000,0.16,4.21
1393/12/25,3254,709,58602745,9454000,1594877090,293950000,0.1,0.92
1393/12/25,2503,1073,20334769,4143000,1384366128,379350000,0.63,2.63
1393/12/25,2504,487,7883226,13034000,1412903143,158100000,0.76,41.92
1393/12/25,2737,718,2777343,5027000,1795556733,271000000,0.26,1.5
1393/12/25,2738,604,22683241,7072000,2312906362,250900000,0.48,5.41
1393/12/25,2739,472,5840000,2793000,1312679057,123200000,0.04,0.17
1393/12/25,2740,683,1653221,6715000,1524539820,247700000,0.02,24.79
1393/12/25,2474,572,34660370,5025000,728310549,191160000,0,31
1393/12/25,1739,575,17721887,1762000,531650000,233500000,0.01,4.3
1393/12/25,1740,1117,41795097,5795000,1580395292,485400000,0.32,2.58
1393/12/25,1741,856,21004990,3114000,1018767593,311500000,0.54,2.38
1393/12/25,1742,1093,4372506,6282000,2848969197,483450000,0.68,2.92
1393/12/25,1743,537,5569000,5949000,653292664,197950000,0.1,6.92
1393/12/25,1744,882,11162445,7072000,1593159456,314900000,1.08,22.21
1393/12/25,1745,653,16683484,2255000,643495766,282450000,0.62,2.92
1393/12/25,2308,974,2397782,7148000,1470917724,383950000,0.05,3.96
1393/12/25,1746,847,19543769,2365000,2248773719,306450000,0,23.79
1393/12/25,1747,892,21158117,5247000,2217854767,350500000,0.12,0.5
1393/12/25,1748,769,8049728,19214000,1866372659,255700000,0,9.13
1393/12/26,1809,504,9893754,5024000,1081380101,228200000,0.18,1.58
1393/12/26,1810,114,8119868,20000,182810000,40300000,4.17,59.96
1393/12/26,1811,744,19421652,5252000,662253007,290400000,0,3
1393/12/26,1818,291,1400973,1200000,237624800,110150000,0.01,4.08
1393/12/26,1876,953,56647367,7526000,2107625736,400800000,0.12,1.12
1393/12/26,2277,574,4518554,16524000,1465295705,264500000,0.4,18.3
1393/12/26,3059,803,32669312,6447000,686060000,305300000,0,3
1393/12/26,3060,995,60488598,6469000,1942047230,378750000,0,5.29
1393/12/26,3061,658,42761965,1955000,904539045,210800000,0.27,18.3
1393/12/26,3062,602,8265913,8006000,1737319568,109000000,0.08,0.33
1393/12/26,4594,341,4044396,4928000,442664730,143750000,0,5.08
1393/12/26,4595,485,7815196,5411000,1933086663,184700000,0,0
1393/12/26,4596,271,0,1672000,250081000,93900000,0,14.33
1393/12/26,4203,306,6786528,1898000,392120000,108300000,0.09,4.42
1393/12/26,2474,510,12163408,5309000,905084480,155010000,0.09,0.38
1393/12/26,3254,462,40582244,1677000,900906319,128100000,0,0
1393/12/26,2737,729,4545959,5975000,1413649320,355500000,0.27,1.13
1393/12/26,2738,768,35734710,1913000,2133182736,306500000,0,1.58
1393/12/26,2739,425,79154132,3529000,1037564435,123400000,0.65,2.92
1393/12/26,2740,810,46929643,3766000,2131401000,372950000,0.05,4.5
1393/12/26,1739,714,16910079,4556000,587953237,289300000,0,1.5
1393/12/26,1740,1157,55587550,5457000,1017115867,486900000,0.03,2
1393/12/26,1741,825,14929087,3389000,1028219910,261700000,0.56,2.38
1393/12/26,1742,1068,3395933,15200000,2565206622,501650000,0.39,2.3
1393/12/26,1743,599,21160636,5684000,515301275,231500000,0,11.71
1393/12/26,1744,713,8820343,11263000,1612388970,234800000,0.4,52.17
1393/12/26,1745,629,2194196,708000,608073474,350750000,0,8.83
1393/12/26,1746,637,18457020,785000,1203868845,288400000,0.34,25.83
1393/12/26,1747,856,25551203,7667000,2108534220,333400000,0.07,1.67
1393/12/26,1748,836,21910433,1320000,1693829725,293500000,0.33,2.05
1393/12/26,2308,918,6835895,21459000,1510323513,456200000,0.21,1.67
1393/12/26,4431,202,0,2707000,203620030,86450000,0.05,33.04
1393/12/26,4432,595,0,4955000,1191498199,221200000,0.01,30.88
1393/12/26,4433,394,16001245,792000,428320000,225100000,0.58,2.46
1393/12/26,4528,1063,8631516,6210000,986406614,533350000,0.56,4.09
1393/12/26,4529,958,3350000,7023000,1497740350,432850000,0.06,33.83
1393/12/26,4337,819,10753766,3210000,1437674503,288550000,0.01,0.04
1393/12/26,1949,928,4300000,3752000,1705490203,445530000,0.51,9.59
1393/12/26,1950,766,22371865,4830000,997240280,335050000,0.08,4.33
1393/12/26,2330,691,25896429,7929000,1090098986,286700000,0.27,1.13
1393/12/26,2331,976,45384822,3481000,1003685861,407700000,0.13,0.54
1393/12/26,2332,700,31317048,5367000,837575765,267900000,0.2,1.33
1393/12/26,2333,912,0,12167000,1173407450,464300000,0.54,3.25
1393/12/26,2334,757,13248893,2211000,1033469993,286950000,0,48.13
1393/12/26,2503,1075,12134149,2937000,910893383,461050000,0.5,2.08
1393/12/26,2504,787,2791156,1418000,1603239362,362200000,0.31,43.38
1393/12/26,3785,190,1450000,4652000,202170000,66500000,0,0
1393/12/26,3786,406,3058931,2421000,595130912,204350000,0.12,0.5
1393/12/26,3787,389,0,3405000,829846175,140500000,0.08,6.54
1393/12/26,3788,496,2781204,1492000,771720000,234600000,0.07,0.29
1393/12/26,3789,285,0,727000,832970000,89800000,0,0
1393/12/26,4434,814,4524650,1029000,496014000,527650000,0.07,2.83
1393/12/26,4435,898,18676190,13835000,1151814222,457900000,0.27,1.13
1393/12/26,4540,276,18566331,4005000,851941000,72150000,0.02,34.91
1393/12/26,4541,282,3673934,260000,678054503,99100000,0,0
1393/12/26,4554,301,450000,7637000,381370000,109900000,0,2.17
1393/12/26,3901,183,0,124000,426575500,60500000,0,12.33
1393/12/26,3902,244,2001203,5944000,249887237,79500000,0.31,21.54
1393/12/26,4015,38,0,50000,68880000,18450000,0,1.63
1393/12/26,3790,32,0,917000,100400000,5300000,0,0
1393/12/26,3792,594,3615609,3356000,554045602,266800000,0.21,1.25
1393/12/26,3711,578,18847982,1574000,724098162,234800000,0.08,0.38
1393/12/26,3712,601,15208393,10814000,1242115500,254600000,0.49,3.46
1393/12/26,3713,693,47176219,6520000,799366686,276450000,0.09,2.33
1393/12/26,3714,1,0,0,2000000,0,0,0
1393/12/26,3715,402,4726657,604000,809933796,174700000,0.24,1
1393/12/26,3716,840,9766873,8439000,2620347652,247800000,0.01,14.08
1393/12/26,3717,655,1385957,5524000,1456979080,188100000,0,33.26
1393/12/26,3554,136,0,1693000,226680000,41100000,0,0
1393/12/26,3047,674,1381957,2759000,675450164,339100000,0.09,0.42
1393/12/26,3048,657,8612339,2128000,1061223435,292200000,0.02,0.71
1393/12/26,3049,765,50593435,269759000,748500390,286350000,0,15.17
1393/12/26,3050,761,16260805,22822000,1270060731,275500000,0.06,0.96
1393/12/26,3051,943,44909877,6092000,2411932327,395500000,0.41,1.75
1393/12/26,3052,341,6372081,8600000,422130000,132300000,0.3,1.29
1393/12/26,3053,816,20095227,4205000,2148360144,359750000,0.03,16.25
1393/12/26,3054,724,19638675,62375000,995972500,297600000,0.54,8.04
1393/12/26,3055,1059,32530986,5681000,1632895345,492650000,0.24,1
1393/12/26,3056,677,17468816,150000,1122888031,489850000,0.2,18
1393/12/26,3057,726,19178495,5067000,1425999772,286900000,0.03,5.21
1393/12/26,3058,838,23638002,3779000,1100087024,397250000,0.3,1.29
1393/12/26,3229,807,28601583,4402000,1258319003,337850000,0.21,0.88
1393/12/26,3230,899,28387128,766000,1193180000,383900000,0.49,2.04
1393/12/26,3231,492,9429003,7345000,659560857,195000000,0,0.29
1393/12/26,3232,728,97480815,1032000,679919384,241400000,0,11.5
1393/12/26,3233,746,8208738,7523000,945599250,414700000,0.07,2.38
1393/12/26,3234,739,1390000,9329000,896189675,398300000,0.21,0.92
1393/12/26,3235,562,6800000,5055000,1434220000,171550000,0.06,13.83
1393/12/26,3709,579,39105417,4020000,1723658561,203500000,0.37,2.29
1393/12/26,3710,668,7117537,1325000,1048216237,251050000,0.16,4.51
1393/12/26,3442,464,17571440,17182000,1578298173,181400000,0.88,3.71
1393/12/26,3443,331,0,3694000,610777020,93700000,0,49.92
1393/12/26,3444,422,0,5369000,1188501518,137850000,0.03,0.13
1393/12/26,3446,960,8088931,15989000,2155011737,475100000,0.01,0.04
1393/12/26,2526,609,3350000,5020000,919606453,269300000,0,48.67
1393/12/26,2264,120,2290020,1734000,448110131,46200000,0.11,0.46
1393/12/26,1951,764,7811463,3169000,741494237,422000000,0.02,3.33
1393/12/26,1952,633,39250000,2360000,1069740000,236200000,0.4,10.08
1393/12/26,1953,690,32083246,6528000,908714906,320900000,0.48,2
1393/12/26,1954,592,23818829,5602000,772923000,198050000,0.39,1.63
1393/12/26,1955,792,7507464,2590000,1853672528,333900000,0.45,2.51
1393/12/26,1957,801,5156695,3174000,2064449486,363200000,0.14,17.08
1393/12/26,1958,572,9340840,3210000,1701417403,242100000,0.22,1.04
1393/12/26,1959,419,24778060,7521000,588895000,222200000,0,8.33
1393/12/26,1969,468,8773717,1636000,917727164,192650000,0.02,1.79
1393/12/26,1970,654,7884395,15690000,1118421650,295500000,0,4.75
1393/12/26,1971,877,19000000,7352000,1385568531,367200000,0.14,5.21
1393/12/26,1960,740,1125000,884000,1573160861,463000000,0,3.04
1393/12/26,1961,655,0,634000,1286073611,253850000,0.19,3.38
1393/12/26,1962,1091,5365236,3219000,2295427498,487650000,0.05,0.79
1393/12/26,1963,732,4877142,18029000,1529760107,257000000,0.51,36.04
1393/12/26,1964,704,15272970,4413000,625889853,188050000,0.19,0.79
1393/12/26,1965,930,10252574,1209000,1372197000,386300000,0,7.38
1393/12/26,1966,985,0,16389000,2210273244,552350000,0.44,15.25
1393/12/26,1968,1050,1380000,5761000,2124849220,535850000,0.57,2.38
1393/12/27,1811,760,43304526,6546000,742916723,281200000,0.36,6.79
1393/12/27,1818,324,0,2155000,212713455,129250000,0,1.29
1393/12/27,1876,681,95069015,12813000,799609376,281400000,0.14,0.63
1393/12/27,2277,618,2841252,2540000,1161107971,353100000,0.03,40.29
1393/12/27,4595,499,9206091,3145000,1387299120,192000000,0,0
1393/12/27,4596,384,0,750000,386654058,194000000,0.1,41.5
1393/12/27,4203,365,9058952,1385000,682300000,145600000,0.04,0.17
1393/12/27,2474,605,37684940,4817000,1214108740,167950000,0.13,0.54
1393/12/27,3254,524,72835333,3252000,1037330046,58250000,0.1,39.42
1393/12/27,2737,284,3350000,1719000,564926913,171000000,0.23,6.42
1393/12/27,2738,750,30117748,9998000,1370746370,317600000,0.44,2.33
1393/12/27,2739,494,3053279,3041000,1464372367,139900000,0.63,2.63
1393/12/27,2740,947,15231279,2402000,1741840028,462900000,0.03,3.63
1393/12/27,2308,1008,9698598,8178000,1413045742,542800000,0.47,1.96
1393/12/27,1746,649,4448977,240000,1342529431,301250000,0,51.84
1393/12/27,1747,899,26577910,7731000,1793406730,404200000,0.09,0.42
1393/12/27,1748,919,28253480,184000,1942789265,359900000,0.36,1.5
1393/12/27,1739,726,11852987,1929000,691245618,402550000,0.23,1.21
1393/12/27,1740,1204,20488324,3733000,1429287820,571500000,0.05,2.42
1393/12/27,1741,903,45121568,2985000,1213212942,309200000,0,10.46
1393/12/27,1742,1028,0,8920000,3088056252,515750000,0.47,6.62
1393/12/27,1743,655,7375276,5514000,700081000,279550000,0,13.17
1393/12/27,1744,904,11970000,8011000,1380068348,372700000,0.44,3.21
1393/12/27,1745,691,13597661,1144000,923412271,323950000,0.48,3.71
1393/12/27,4337,763,10658724,2636000,1280715075,326400000,0.12,17.63
1393/12/27,4431,379,9764739,3027000,425060733,156600000,0,16.04
1393/12/27,4432,687,0,4084000,1056375387,296400000,0.59,2.46
1393/12/27,4433,298,9533932,1568000,460150000,162650000,0.54,2.25
1393/12/27,4528,1142,5042852,6308000,2046405094,699400000,1.04,5.58
1393/12/27,4529,1046,14218965,3554000,1804664827,558750000,0.15,0.79
1393/12/27,4434,594,2663739,4612000,686644372,299950000,0.05,6.29
1393/12/27,4435,882,23001012,1922000,1731760832,396750000,0.32,11.79
1393/12/27,3785,248,11611678,3703000,292149900,102600000,0,7.83
1393/12/27,3786,505,9711908,3977000,1054489000,188100000,0.07,1.71
1393/12/27,3787,505,0,5558000,733511555,267200000,0.07,0.33
1393/12/27,3788,538,0,2400000,878901231,274300000,0.1,0.42
1393/12/27,3789,389,820000,310000,917616000,132550000,0,0
1393/12/27,2330,725,17968525,118382000,1018598984,341600000,0.56,3.71
1393/12/27,2331,963,33970288,2956000,1120026467,516850000,0,19.54
1393/12/27,2332,801,16842714,10096000,1242050119,359350000,0.16,0.88
1393/12/27,2333,1014,1398581,6731000,1915882785,651600000,0.17,3.13
1393/12/27,2334,784,17953100,7204000,1315369454,343500000,0,29.63
1393/12/27,2503,1103,37344908,2877000,973462486,450400000,0.37,1.54
1393/12/27,2504,981,6071631,1644000,2495101172,487050000,0,12.79
1393/12/27,1949,942,15589431,6019000,1686715075,361550000,0.45,23.76
1393/12/27,1950,736,14505149,2663000,1156878590,362950000,0.17,4.63
1393/12/27,1951,690,20978739,6212000,635549091,354800000,0.03,2.75
1393/12/27,1952,788,126415711,2362000,1105020000,312200000,0.13,7.13
1393/12/27,1953,817,25181934,7821000,1629342596,386100000,0.36,1.5
1393/12/27,1954,413,4890291,14476000,907341953,19850000,0.43,1.83
1393/12/27,1955,870,22660417,14095000,2193054309,404800000,0.3,1.29
1393/12/27,1957,769,6546164,19375000,1908087037,273700000,0.24,64.91
1393/12/27,1958,738,4927666,7154000,1998703399,337100000,0.03,0.13
1393/12/27,1959,293,0,1105000,551801579,137900000,0.39,28.59
1393/12/27,3709,632,90764855,4541000,1460640851,239100000,0.33,1.46
1393/12/27,3710,814,41884515,1723000,1593551757,426400000,0.15,2.96
1393/12/27,3790,55,0,2764000,114630000,13100000,0,0
1393/12/27,3792,666,8282900,1996000,972256310,273500000,0.04,22.88
1393/12/27,4540,288,3060000,4245000,248410000,119550000,0,0
1393/12/27,4541,281,6535207,26001000,616484016,99800000,0,0.04
1393/12/27,4554,278,0,2018000,380680394,160250000,0.33,1.42
1393/12/27,4594,413,9659498,4036000,697554600,153900000,0,0
1393/12/27,3711,688,5381819,15039000,2290535629,303550000,0.08,0.33
1393/12/27,3712,606,11994219,6367000,1232522657,236500000,0,9.83
1393/12/27,3713,754,65685546,18196000,1066320241,280600000,0.46,1.92
1393/12/27,3714,349,0,120000,582032365,192300000,0,0.04
1393/12/27,3715,372,6638836,2195000,640708771,173200000,0.28,4.58
1393/12/27,3716,792,7395371,5428000,1991249354,223650000,0.2,26.54
1393/12/27,3717,832,5927618,2893000,1827013048,354900000,0.05,47.34
1393/12/27,3901,277,0,220000,585567098,142000000,0,0
1393/12/27,3902,227,2184699,6119000,193571026,76600000,0,7.38
1393/12/27,3442,277,1396186,2449000,473312427,138600000,0.03,25.05
1393/12/27,3443,527,5955026,9063000,932586000,226350000,0.29,5.92
1393/12/27,3444,374,3288778,10633000,737392303,129950000,0.05,6.21
1393/12/27,3554,146,0,9321000,154695000,44850000,0,0
1393/12/27,3047,804,4594590,3525000,916342050,450700000,0.08,0.33
1393/12/27,3048,982,3248367,1917000,1385288781,537600000,0.01,0.5
1393/12/27,3049,872,20145506,18319000,906157445,508700000,0.02,0.08
1393/12/27,3050,824,11956613,38912000,1457712634,367600000,0.14,1.21
1393/12/27,3051,1068,48004835,6489000,2263653495,442200000,0.45,1.88
1393/12/27,3052,497,15110837,2608000,692718000,237800000,0.83,18.04
1393/12/27,3053,970,14499482,7744000,1622006149,580500000,0.56,2.46
1393/12/27,3054,844,16554072,12100000,1478980300,387100000,0.32,18
1393/12/27,3055,1022,31651036,7459000,1687059216,470100000,0.46,3.13
1393/12/27,3056,793,10221941,301013000,1305049255,541600000,0,42.29
1393/12/27,3057,726,3887496,3054000,1899806219,262400000,0,29.5
1393/12/27,3058,914,12586679,4054000,1340814511,491400000,0.14,1.83
1393/12/27,3059,931,46327275,1555000,1082247464,445100000,0.23,0.96
1393/12/27,3060,962,51782560,4842000,2565476389,376950000,0.48,23.17
1393/12/27,3061,797,86264966,8638000,1098883056,372650000,0.21,32.42
1393/12/27,3062,691,96191358,11241000,1981511645,137580000,0.07,6.25
1393/12/27,3229,820,21286696,12944000,4312198869,348200000,0.61,2.54
1393/12/27,3230,984,14939364,740000,1281585000,507900000,0.1,3.13
1393/12/27,3231,353,11117144,11187000,1082937151,203400000,0.92,26.79
1393/12/27,3232,921,40663991,3692000,1033205000,359700000,0.08,1.04
1393/12/27,3233,812,21370906,6687000,1374300785,384450000,0.28,1.17
1393/12/27,3234,765,13643930,7275000,1392030000,370700000,0.12,9.29
1393/12/27,3235,493,21637318,9123000,1612290000,67000000,0.2,59.04
1393/12/27,4015,74,0,679000,121540000,25000000,0,0
1393/12/27,3446,926,29198677,6290000,1187657082,421500000,0.01,20.83
1393/12/27,2264,110,0,1319000,221553934,41600000,0,0
1393/12/27,1960,894,0,4903000,2318176612,496600000,0.02,22.13
1393/12/27,1961,747,0,4769000,1754367672,313250000,0.41,5.29
1393/12/27,1962,1156,1410000,2417000,2155074398,504800000,0.01,2.67
1393/12/27,1963,890,10275244,5545000,2256430838,390500000,0.08,0.33
1393/12/27,1964,650,1400000,3278000,699444541,224350000,0.07,8.96
1393/12/27,1965,805,11656876,900000,1229032946,338600000,0.72,23.58
1393/12/27,1966,1079,2440000,25342000,2201861932,552600000,0.08,1.63
1393/12/27,1968,1075,2400000,2954000,1984653403,566500000,0.08,7.92
1393/12/27,2526,822,8219963,2163000,1678316971,527200000,0.55,17.71
1393/12/27,1969,611,5684130,2273000,892411184,306950000,0.5,2.34
1393/12/27,1970,709,4741575,10579000,1422034276,337150000,0.15,0.63
1393/12/27,1971,914,15863796,9526000,2110334109,423300000,0.43,10.21
1393/12/27,1809,0,0,0,0,0,0.15,4.04
1393/12/27,1810,563,16567870,1347000,576499656,255000000,0.62,40.54
1393/12/28,1739,814,24671471,1462000,758764510,539000000,0.2,28.83
1393/12/28,1740,994,50211640,3555000,1232630956,467500000,0.29,17.5
1393/12/28,1741,685,38687876,9922000,1442632584,231300000,0.09,20.5
1393/12/28,1742,929,2218581,6412000,3784977812,353900000,0.65,29.08
1393/12/28,1743,590,10165482,8765000,932958870,241450000,0.03,22.71
1393/12/28,1744,945,5557411,6086000,1597007919,427300000,0.01,6.21
1393/12/28,1745,775,7124253,1618000,1128355908,365800000,0.05,6
1393/12/28,1746,731,1119807,2439000,1790428523,182850000,0.03,29.63
1393/12/28,1747,971,42907658,3417000,1809942690,425350000,0.75,10.17
1393/12/28,1748,948,26394939,6256000,1647103231,404400000,0.03,10.66
1393/12/28,2308,1073,9423726,3344000,1520936880,588950000,0.26,10.33
1393/12/28,4337,878,27326770,6730000,1420595576,380550000,0.13,18.79
1393/12/28,4431,445,3178739,3641000,491580000,254700000,0.05,16.13
1393/12/28,4432,865,0,9752000,1400859400,358600000,0.61,15.79
1393/12/28,4433,344,2645328,10654000,265560000,175650000,0.57,2.83
1393/12/28,4434,497,1716808,2412000,858780000,138100000,0.32,13.33
1393/12/28,4435,985,24228149,5640000,1758183822,525950000,0.16,12.29
1393/12/28,3785,93,0,4275000,118950000,33600000,0,0
1393/12/28,3786,695,2392984,5451000,1121893237,405250000,0.21,0.88
1393/12/28,3787,720,5759524,7500000,1246088857,364600000,0,3.13
1393/12/28,3788,777,1540508,5350000,1197264440,425300000,0.29,1.21
1393/12/28,3789,313,0,3423000,1184537919,42150000,0,13
1393/12/28,2503,1156,40398383,1316000,693631060,507750000,0.34,1.42
1393/12/28,2504,968,3890000,2256000,2329930173,426300000,0,24.79
1393/12/28,4528,1060,8016864,11654000,1782372549,696900000,0.06,41.21
1393/12/28,4529,1111,0,4255000,1160163882,700650000,0.08,3.67
1393/12/28,2330,836,44960141,4169000,1412813876,400300000,0.39,2
1393/12/28,2331,993,40471135,2217000,1026035698,557700000,0.04,10.08
1393/12/28,2332,752,9529235,2561000,1733239806,369050000,0.1,8.96
1393/12/28,2333,1037,4859919,18977000,1642313410,631900000,0.01,2.79
1393/12/28,2334,875,3617411,6658000,1504082544,480350000,0.77,11.25
1393/12/28,1949,1065,7052295,3625000,1865900002,579150000,0.37,1.58
1393/12/28,1950,911,15932773,2966000,1940978489,469000000,0.45,2.3
1393/12/28,1951,774,12449389,1413000,729272124,471700000,0.05,3.13
1393/12/28,1952,771,21254185,1289000,1143532043,331300000,0.56,6.5
1393/12/28,1953,834,21937309,3455000,1393868987,365000000,0.45,1.88
1393/12/28,1954,423,17163396,4550000,1304504697,18800000,2.38,28.13
1393/12/28,1955,790,14951790,7890000,2252086807,291800000,0,23.92
1393/12/28,1957,689,2693307,5476000,1831609863,288850000,0.02,35.25
1393/12/28,1958,834,4676792,8445000,2727202458,411400000,0.02,2.13
1393/12/28,1959,320,6255017,1724000,597648637,163300000,0.11,24.54
1393/12/28,3709,769,50756797,1301000,997831172,343950000,0.02,10.42
1393/12/28,3710,766,8891402,980000,746798000,459000000,0.42,3.88
1393/12/28,3790,87,0,1748000,227200000,57900000,0.43,1.79
1393/12/28,3792,757,727972,2063000,1429579849,311150000,0.06,49.63
1393/12/28,4540,295,5926796,3784000,370006237,122700000,0.05,2.21
1393/12/28,4541,490,8746177,3658000,756818687,203500000,0.34,2.05
1393/12/28,4554,245,4153051,4313000,134500000,107750000,0.52,4.09
1393/12/28,3711,725,19917979,716000,1317966616,379450000,0.2,1.13
1393/12/28,3712,679,11017024,5942000,1600732510,272750000,0.88,3.71
1393/12/28,3713,835,53753780,7572000,1735592668,301400000,0.17,1.17
1393/12/28,3714,642,0,6941000,1244141800,420000000,1.21,5.04
1393/12/28,3715,396,6522938,1274000,931737468,162700000,0.11,0.5
1393/12/28,3716,829,9948755,2940000,2310112069,351300000,0.05,13.71
1393/12/28,3717,890,0,3000000,1432562932,477400000,0.29,32.42
1393/12/28,3901,192,0,50000,502990000,120500000,0,40.42
1393/12/28,3902,369,4033457,50170000,400199000,109300000,0.64,2.67
1393/12/28,4015,1,0,0,0,800000,0,0
1393/12/28,2526,612,11984150,1558000,1443600705,227200000,1.5,63.79
1393/12/28,3442,673,3000000,7034000,2002497844,243200000,0.05,48.46
1393/12/28,3443,687,2800000,6843000,5366703237,307350000,0.47,2.09
1393/12/28,3444,529,4388279,161683000,706361579,163000000,0.09,14.5
1393/12/28,1960,479,0,474000,1572058000,263500000,0.32,17.13
1393/12/28,1961,748,0,2788000,1789874194,374950000,0.05,13.38
1393/12/28,1962,1210,15078106,5063000,2437426010,643700000,0.08,0.96
1393/12/28,1963,974,15619713,5192000,1921818047,439950000,0.2,1.92
1393/12/28,1964,814,1960000,3517000,627280766,375700000,0.95,5.67
1393/12/28,1965,1030,11666676,1142000,1298595601,456700000,0.15,13.42
1393/12/28,1966,975,1400973,11302000,2076981990,496700000,0.7,8.84
1393/12/28,1968,997,1800000,3350000,1602413966,576100000,0.21,7.96
1393/12/28,1969,669,4532138,2550000,1125187477,348700000,0.39,1.75
1393/12/28,1970,681,3423411,12755000,1250460692,245800000,0,24.54
1393/12/28,1971,1055,29555303,9657000,1783607543,544500000,0.16,2.41
1393/12/28,3047,773,10972295,1422000,524575265,509100000,0.08,5.42
1393/12/28,3048,786,0,3487000,755204637,487400000,0.04,0.29
1393/12/28,3049,816,21402504,5266000,874228331,361550000,0.21,17.29
1393/12/28,3050,887,32219773,9814000,1971234442,400700000,0.06,13
1393/12/28,3446,825,13504079,14449000,2028006934,256800000,0.07,45.67
1393/12/28,3554,133,0,4609000,187778637,68500000,0,0
1393/12/28,4203,444,8077669,358000,611172668,220750000,0.26,1.17
1393/12/28,4594,482,6725218,1506000,1000487344,193100000,0.52,2.17
1393/12/28,4595,517,0,2284000,1664892238,218900000,0.44,1.83
1393/12/28,4596,260,1000000,1374000,349670000,70150000,0.19,25.91
1393/12/28,3059,924,32735993,3329000,1169017000,514900000,0.19,9.37
1393/12/28,3060,939,43162149,12318000,1818759086,274700000,0,51.88
1393/12/28,3061,738,39704445,2431000,658880811,340600000,0.17,6.83
1393/12/28,3062,751,26380706,3687000,1838777342,193200000,0.17,12.25
1393/12/28,3229,854,26655382,3123000,2091488511,388450000,0,1.63
1393/12/28,3230,975,14728328,2651000,1391410309,522300000,0.23,1.08
1393/12/28,3231,550,12746037,5837000,2026900000,269400000,0.32,35.63
1393/12/28,3232,859,52929580,2102000,1139926500,329450000,0.37,14.54
1393/12/28,3233,837,3960047,2334000,1486655000,512400000,0.81,3.38
1393/12/28,3234,829,560000,3845000,980648637,469350000,0.3,9.59
1393/12/28,3235,781,19603079,4026000,1527234237,401000000,0.36,43.67
1393/12/28,2737,396,4010186,200000,624596143,278500000,0.61,47.8
1393/12/28,2738,713,27774954,62906000,1330569502,337950000,0.39,7.12
1393/12/28,2739,517,1220000,4456000,1033611015,153100000,0.36,3.54
1393/12/28,2740,894,26642662,887000,1871522962,489850000,0.09,10.33
1393/12/28,3254,490,47293252,9269000,841219098,128500000,0.18,49.46
1393/12/28,3051,1094,13948534,5746000,2732100413,556200000,0.43,1.83
1393/12/28,3052,609,11200853,2978000,778743964,321300000,0.06,13.04
1393/12/28,3053,1057,12602260,2434000,1892863040,560650000,0,9.5
1393/12/28,3054,890,12696120,4936000,2166308123,490150000,0.01,37.08
1393/12/28,3055,1106,71315179,13623000,2420029274,601500000,0.05,6.46
1393/12/28,3056,923,12677956,3562000,1490026645,575000000,0.57,12.42
1393/12/28,3057,886,4273226,701000,1768965190,515000000,0.23,41.17
1393/12/28,3058,702,11945855,4058000,983266237,348500000,0.81,9.58
1393/12/28,2474,722,54473414,887000,836900400,243710000,0.26,1.08
1393/12/28,2264,167,0,941000,344043650,64200000,0.22,1.17
1393/12/28,1811,928,32239466,1022000,971904570,421200000,0.41,2.29
1393/12/28,1818,397,0,1223000,309571302,198600000,0.16,8.29
1393/12/28,1876,941,69323098,5488000,1119904814,410100000,0.59,2.67
1393/12/28,2277,806,1942169,3586000,1327709592,546600000,0,23.21
1393/12/28,1809,857,7673226,6683000,1137130218,464000000,0.25,1.38
1393/12/28,1810,587,4185990,3270000,1008900315,274600000,0.53,15.96
1393/12/29,1949,859,0,1402000,1499670990,471000000,0.29,1.25
1393/12/29,1950,525,6610551,430000,384967000,296350000,0,0
1393/12/29,2330,340,11706984,30668000,355630020,195900000,0,0
1393/12/29,2331,731,21048359,2473000,455915000,431100000,0.13,4.71
1393/12/29,2332,490,0,2779000,228323271,325000000,0,0
1393/12/29,2333,736,0,5447000,2845820512,434900000,0.54,2.79
1393/12/29,2334,430,1050000,937000,553575000,214550000,0.03,15.09
1393/12/29,1951,565,2400000,2114000,394558057,330200000,0,0.04
1393/12/29,1952,466,6980744,1400000,405145000,203700000,0,13
1393/12/29,1953,531,3061043,1293000,658030300,310800000,0.38,1.58
1393/12/29,1954,195,4476621,1991000,486537500,0,0,0
